DateTime,MainPlayerID,LControllerX,LControllerY,LControllerZ,RControllerX,RControllerY,RControllerZ,HeadsetX,HeadsetY,HeadsetZ,LControllerQuaternionX,LControllerQuaternionY,LControllerQuaternionZ,LControllerQuaternionW,RControllerQuaternionX,RControllerQuaternionY,RControllerQuaternionZ,RControllerQuaternionW,HeadsetQuaternionX,HeadsetQuaternionY,HeadsetQuaternionZ,HeadsetQuaternionW,LeftElbowX,RightElbowX,LeftElbowY,RightElbowY,LeftElbowZ,RightElbowZ,FrontX,BackX,FrontY,BackY,FrontZ,BackZ,LeftKneeX,RightKneeX,LeftKneeY,RightKneeY,LeftKneeZ,RightKneeZ,Scale
2017-28-4--13-49-22,5,0.0595669,0.3410042,0.05665503,0.05291928,0.3342405,0.3892392,0.3591046,0.9062478,0.1983224,0.1061168,0.7150351,0.1114464,-0.6819411,0.191509,0.6644716,0.09947412,-0.7154766,0.09890636,0.7035745,0.1324784,-0.6911222,0.5792196,0.5276566,0.2390071,0.2244094,-0.02299138,0.4473897,0.2521671,0.5682904,-0.06092974,0.2690699,0.2398424,0.2083973,0.439533,0.4727293,-0.5345473,-0.4508011,0.1140999,0.3944366,0.9458642
2017-28-4--13-49-22,5,0.06009127,0.3512486,0.07658555,0.05986752,0.3131349,0.3944247,0.3751075,0.9077792,0.2021571,0.1829658,0.7064929,0.03740952,-0.682636,0.1710549,0.6630314,0.08245588,-0.7241067,0.1041731,0.7335166,0.1386724,-0.6571692,0.5684638,0.5374863,0.241317,0.2201489,-0.01722783,0.4465674,0.2489065,0.5675536,-0.06102174,0.2665225,0.2437946,0.2144906,0.4387529,0.4727235,-0.5364811,-0.4526456,0.1164974,0.3963469,0.9458642
2017-28-4--13-49-22,5,0.07279221,0.3392988,0.05719157,0.05980705,0.3149828,0.3951555,0.3677752,0.8985052,0.1989618,0.1329639,0.7304606,0.09964644,-0.6624338,0.1746734,0.6718397,0.0798798,-0.71536,0.0754626,0.7634521,0.1002151,-0.6335639,0.5806845,0.5378767,0.2420604,0.2210943,-0.007975685,0.4565417,0.2501936,0.571041,-0.06003214,0.2657675,0.2454587,0.2246704,0.4405086,0.4747398,-0.5367182,-0.4533344,0.1175161,0.3973939,0.9458642
2017-28-4--13-49-22,5,0.09349786,0.3235785,0.03498853,0.05737852,0.3094592,0.3897885,0.3671656,0.8887163,0.1811321,0.09870023,0.7500337,0.1123174,-0.6442768,0.1688167,0.679383,0.07512144,-0.7101383,0.03376186,0.8344259,0.0598086,-0.546824,0.6035569,0.533625,0.2489735,0.2196825,-0.004043792,0.4620645,0.2556021,0.5743213,-0.0593377,0.2683224,0.2442001,0.2343887,0.4439423,0.4762397,-0.5358447,-0.4532086,0.1169449,0.3973392,0.9458642
2017-28-4--13-49-23,5,0.1033985,0.3309399,0.01077472,0.05858834,0.3061066,0.3590998,0.3558592,0.8700411,0.177083,0.1144702,0.7777709,0.1010597,-0.609718,0.156964,0.709246,0.07220667,-0.6834608,-0.0222772,0.8302137,-0.01197306,-0.5568714,0.6185158,0.531292,0.2493332,0.2235227,0.008340451,0.4686323,0.2617256,0.5788106,-0.05895481,0.2706132,0.2391679,0.242655,0.4493711,0.4788391,-0.5353398,-0.4528635,0.1151094,0.394983,0.9458642
2017-28-4--13-49-23,5,0.1152957,0.3391065,0.0005833911,0.05871485,0.3216035,0.3406605,0.3364641,0.8294353,0.1893913,0.08664736,0.766852,0.1586699,-0.6158363,0.161171,0.7308658,0.08584327,-0.6576398,-0.1236399,0.747997,-0.1492211,-0.634781,0.6269518,0.5256424,0.2454248,0.2225899,0.01240546,0.4730224,0.268104,0.5903277,-0.05658692,0.2701068,0.2371524,0.2456788,0.4494507,0.4807309,-0.5328313,-0.4510626,0.1142188,0.3942043,0.9458642
2017-28-4--13-49-23,5,0.103413,0.3997238,-0.08313726,0.03535319,0.4136002,0.4287631,0.3294401,0.8127454,0.1967254,0.02527691,0.7442401,0.2958177,-0.5982974,0.2996753,0.6763602,0.1035588,-0.6648362,-0.1618771,0.709643,-0.1973658,-0.6566959,0.6137115,0.5137109,0.2508277,0.2317943,-0.0241949,0.4929414,0.27822,0.5970119,-0.05696187,0.2759469,0.2389073,0.2413055,0.4526358,0.4862221,-0.531532,-0.4486274,0.1142727,0.3963422,0.9458642
2017-28-4--13-49-23,5,0.1113084,0.5879546,-0.2356697,0.02635761,0.6009112,0.608134,0.3156072,0.7622826,0.2017487,0.01532258,0.737578,0.4637453,-0.490596,0.4774016,0.5418386,0.070431,-0.688141,-0.2381273,0.6642415,-0.2981921,-0.6427754,0.5687491,0.4770937,0.3073797,0.2875658,-0.1424347,0.5912925,0.2887729,0.6085151,-0.05508374,0.2771402,0.2427914,0.2364917,0.4571069,0.4904337,-0.5301557,-0.4471428,0.1165,0.3981757,0.9458642
2017-28-4--13-49-23,5,0.1341488,0.7422175,-0.2655827,0.05770377,0.7350351,0.6470359,0.2989351,0.7240112,0.2047151,-0.01009115,0.6810323,0.5695373,-0.4601309,0.6197018,0.4906035,0.01026235,-0.6125134,-0.3046011,0.6357985,-0.3509402,-0.616295,0.5666249,0.4884058,0.4287049,0.4071295,-0.2225537,0.6778035,0.2980495,0.6081652,-0.05387358,0.2917904,0.2502913,0.2351937,0.4563946,0.4961136,-0.5293272,-0.4450736,0.1181726,0.4026112,0.9458642
2017-28-4--13-49-24,5,0.1456657,0.7650633,-0.2578107,0.07689664,0.7555718,0.6482607,0.2951794,0.724531,0.2102929,-0.00101388,0.6722988,0.6061682,-0.4249396,0.6547964,0.4600465,0.03171367,-0.5988266,-0.3051315,0.6329874,-0.3508861,-0.6189513,0.5591656,0.4906379,0.4423171,0.4131268,-0.2174758,0.6754635,0.3030323,0.6067123,-0.05417832,0.2951427,0.255954,0.2382773,0.4592534,0.4997354,-0.529055,-0.4443931,0.1209393,0.4058954,0.9458642
