DateTime,MainPlayerID,LControllerX,LControllerY,LControllerZ,RControllerX,RControllerY,RControllerZ,HeadsetX,HeadsetY,HeadsetZ,LControllerQuaternionX,LControllerQuaternionY,LControllerQuaternionZ,LControllerQuaternionW,RControllerQuaternionX,RControllerQuaternionY,RControllerQuaternionZ,RControllerQuaternionW,HeadsetQuaternionX,HeadsetQuaternionY,HeadsetQuaternionZ,HeadsetQuaternionW,LeftKneeX,RightKneeX,LeftKneeY,RightKneeY,LeftKneeZ,RightKneeZ,BackX,FrontX,BackY,FrontY,BackZ,FrontZ,LeftElbowX,RightElbowX,LeftElbowY,RightElbowY,LeftElbowZ,RightElbowZ,Scale
2017-16-5--13-23-43,5,0.5075748,-0.1701919,0.0623467,-0.03443894,-0.205711,-0.1941377,0.2100686,0.7058319,-0.1229298,-0.07868884,0.9458975,-0.1433135,0.2802631,0.1093452,0.9375752,-0.2562303,0.2081887,-0.04138052,0.9576524,-0.2641965,0.1067229,0.356333,0.0838694,-0.5496749,-0.5508378,-0.09253242,-0.01786058,0.1098379,0.1974878,0.3593452,0.05894458,0.1139215,-0.1299753,0.341539,-0.03509231,0.08325158,0.07593835,0.1672567,0.03830205,1
2017-16-5--13-23-43,5,0.4976684,-0.1779159,0.06195699,-0.04893699,-0.1793131,-0.2171088,0.1983307,0.7062949,-0.1248887,-0.07462066,0.9496655,-0.1665467,0.254616,0.07369888,0.9655606,-0.2025965,0.1456575,-0.05025284,0.9615088,-0.2606384,0.07101545,0.3517126,0.07860664,-0.5498384,-0.54862,-0.1044064,-0.01758466,0.1178696,0.1907649,0.3588594,0.05995476,0.1157872,-0.1353516,0.3458687,-0.03475253,0.08385873,0.07593662,0.1612032,0.04809448,1
2017-16-5--13-23-43,5,0.4916842,-0.1819158,0.04853949,-0.06850129,-0.1598027,-0.2210979,0.1811426,0.7070061,-0.1262927,-0.07523017,0.9562675,-0.1825056,0.215835,0.05456261,0.979305,-0.1718335,0.09196734,-0.06190634,0.9640895,-0.2580258,0.01104633,0.3481264,0.07409546,-0.5426497,-0.5464786,-0.1333445,-0.01727715,0.1268679,0.1821196,0.3591037,0.06123674,0.1178216,-0.1387249,0.3526982,-0.03328029,0.08462904,0.07676502,0.150387,0.06366684,1
2017-16-5--13-23-44,5,0.4896044,-0.1812969,0.01891747,-0.08708788,-0.1544122,-0.2052524,0.1599091,0.7069585,-0.126016,-0.08367893,0.9655102,-0.1755984,0.1730695,0.0489064,0.9824676,-0.1705682,0.05720379,-0.07835017,0.9623089,-0.2521572,-0.06511224,0.3425222,0.0679691,-0.5249783,-0.544858,-0.1847775,-0.01508801,0.1374739,0.1726017,0.360167,0.06269562,0.1197545,-0.138866,0.3604091,-0.03062452,0.08473211,0.07905898,0.1388071,0.07855507,1
2017-16-5--13-23-44,5,0.4862176,-0.1781604,-0.02285917,-0.1041937,-0.16294,-0.1723364,0.1391991,0.7061267,-0.1231675,-0.09192088,0.9760437,-0.1580092,0.1179932,0.0577938,0.979914,-0.1875893,0.03519607,-0.09872533,0.952895,-0.2455578,-0.148142,0.3238897,0.06785325,-0.5047079,-0.5451004,-0.2298095,-0.01087183,0.1538073,0.1686195,0.3594956,0.06237316,0.1201936,-0.1383014,0.3761134,-0.02107795,0.08465369,0.07853681,0.1198431,0.1015457,1
2017-16-5--13-23-44,5,0.4781696,-0.1751094,-0.07053092,-0.1235765,-0.1814394,-0.1227558,0.1219436,0.7070537,-0.1191576,-0.09727988,0.9836916,-0.1447314,0.04404978,0.05678005,0.971472,-0.2294957,-0.01870638,-0.1224939,0.9344221,-0.2385986,-0.2343532,0.2927334,0.06375688,-0.5030398,-0.5406668,-0.2484715,-0.007112666,0.177923,0.1669274,0.3592451,0.0621568,0.1172612,-0.1432692,0.3930148,-0.01341575,0.08547033,0.07854424,0.1006177,0.1170055,1
2017-16-5--13-23-44,5,0.4622916,-0.1770474,-0.1208853,-0.1377559,-0.203785,-0.05730319,0.1096881,0.7042445,-0.1125794,-0.1089515,0.9824361,-0.1393268,-0.05947273,0.04545066,0.9508798,-0.2864283,-0.1082629,-0.1483425,0.9054548,-0.2270924,-0.3264586,0.2527478,0.06636043,-0.5205089,-0.5386763,-0.2343395,-0.002444357,0.2076715,0.1672816,0.3594726,0.06204331,0.1084941,-0.1456371,0.418661,0.01279283,0.08721028,0.07778409,0.06873538,0.1332251,1
2017-16-5--13-23-44,5,0.4393713,-0.1819392,-0.1735047,-0.1350155,-0.2232203,0.01408657,0.1041554,0.6938416,-0.1012495,-0.1205332,0.9685872,-0.1201261,-0.1813299,0.02965259,0.9166996,-0.3441797,-0.2008058,-0.1714502,0.8624561,-0.2202984,-0.4221883,0.2210111,0.07432051,-0.5532036,-0.5380621,-0.1921696,0.0009592237,0.2446839,0.1670052,0.3560646,0.05883455,0.09648392,-0.148645,0.4481207,0.051699,0.08324265,0.07336739,0.02965246,0.1462683,1
2017-16-5--13-23-44,5,0.4138057,-0.1831772,-0.2225113,-0.111704,-0.2260294,0.07398524,0.1058427,0.6871515,-0.08539642,-0.1280129,0.9414668,-0.09378283,-0.2974186,0.01698656,0.8948677,-0.3540501,-0.2712414,-0.1968499,0.8033625,-0.218779,-0.517682,0.2154082,0.07800279,-0.5717062,-0.5362364,-0.1648828,0.000429226,0.2905622,0.1667278,0.3489987,0.0548079,0.077824,-0.1545118,0.4781492,0.1007069,0.07384583,0.0637513,-0.01734712,0.1606592,1
2017-16-5--13-23-44,5,0.3830928,-0.177981,-0.270523,-0.06703234,-0.2097859,0.1350311,0.1150639,0.688902,-0.06474427,-0.1388453,0.8940712,-0.07664237,-0.418909,-0.02663368,0.8544851,-0.3214417,-0.4072115,-0.2218603,0.7252415,-0.2084202,-0.6175467,0.246029,0.08356555,-0.5807473,-0.5332288,-0.1428567,-0.0108374,0.3427394,0.1708395,0.3490181,0.05801213,0.04782978,-0.1538375,0.5047354,0.1749979,0.07381759,0.06309545,-0.08215279,0.1815952,1
