DateTime,MainPlayerID,LControllerX,LControllerY,LControllerZ,RControllerX,RControllerY,RControllerZ,HeadsetX,HeadsetY,HeadsetZ,LControllerQuaternionX,LControllerQuaternionY,LControllerQuaternionZ,LControllerQuaternionW,RControllerQuaternionX,RControllerQuaternionY,RControllerQuaternionZ,RControllerQuaternionW,HeadsetQuaternionX,HeadsetQuaternionY,HeadsetQuaternionZ,HeadsetQuaternionW,LeftElbowX,RightElbowX,LeftElbowY,RightElbowY,LeftElbowZ,RightElbowZ,FrontX,BackX,FrontY,BackY,FrontZ,BackZ,LeftKneeX,RightKneeX,LeftKneeY,RightKneeY,LeftKneeZ,RightKneeZ,Scale
2017-28-4--15-18-21,5,-0.07582282,0.3883168,0.9051061,-0.08854121,0.2264581,-0.8501564,0.1086157,0.6301782,-0.01412032,-0.23264,-0.1575652,-0.1274066,0.95122,0.06469776,-0.9931725,-0.06544514,0.07169184,0.2004655,0.7721686,-0.1653116,0.5798631,-0.08686966,-0.09860672,0.3048735,0.2320036,0.4642278,-0.3881229,0.02483396,-0.1724557,-0.02112913,0.3486271,-0.008766219,0.01495733,0.04840629,0.05802172,-0.4713221,-0.4890984,0.2353239,-0.202951,1
2017-28-4--15-18-22,5,-0.07149541,0.388468,0.9033896,-0.0953984,0.2283878,-0.8520327,0.1026683,0.6303389,-0.01577621,-0.2339765,-0.1498038,-0.1247552,0.9524967,0.06589507,-0.9929825,-0.06676394,0.07201561,0.2019236,0.773262,-0.1658318,0.5777479,-0.0892527,-0.1049369,0.3036673,0.2325726,0.4629212,-0.3897174,0.01939759,-0.1771763,-0.02076876,0.3485092,-0.01069572,0.01409205,0.04349661,0.05572516,-0.4707491,-0.4885348,0.2340078,-0.2038323,1
2017-28-4--15-18-22,5,-0.07251021,0.3891596,0.9039958,-0.1063389,0.2272267,-0.8507935,0.09732085,0.6317586,-0.01586383,-0.2358904,-0.1470979,-0.1250041,0.9524137,0.064074,-0.9928014,-0.06689544,0.07592605,0.1959318,0.7750009,-0.1628809,0.5783203,-0.09305526,-0.1124274,0.3040617,0.2324796,0.4633149,-0.389031,0.01463522,-0.1809116,-0.02045751,0.3483194,-0.01080265,0.01473671,0.03982852,0.0521947,-0.4699248,-0.4877508,0.2334193,-0.2039313,1
2017-28-4--15-18-22,5,-0.07571073,0.3826232,0.9036781,-0.1145005,0.2242451,-0.8492119,0.09142669,0.6371015,-0.01410437,-0.231928,-0.1472033,-0.1249153,0.9533818,0.06561615,-0.9924818,-0.06405684,0.08106285,0.1857182,0.7789533,-0.1481577,0.5803359,-0.09601038,-0.1172566,0.3014292,0.2318708,0.4635615,-0.3873608,0.01190684,-0.184635,-0.019943,0.3477573,-0.01166464,0.0160565,0.03670198,0.04944909,-0.4696681,-0.4873565,0.2323259,-0.2046047,1
2017-28-4--15-18-22,5,-0.07968768,0.3741688,0.9026335,-0.1121036,0.227775,-0.8504633,0.08657155,0.6405172,-0.01280736,-0.2263011,-0.1485132,-0.1218294,0.9549289,0.06863854,-0.9923061,-0.06665323,0.07857931,0.1791502,0.7805805,-0.1388233,0.5825182,-0.09868126,-0.1184074,0.2969927,0.232604,0.4621837,-0.3882388,0.0115013,-0.1866222,-0.01929057,0.3461492,-0.01319551,0.01554478,0.03642056,0.0501522,-0.4696834,-0.4871914,0.2316947,-0.2057106,1
2017-28-4--15-18-23,5,-0.01639741,0.3423539,0.8723423,-0.07110463,0.2027608,-0.8327804,0.09309876,0.6387339,-0.0123037,-0.2931271,-0.008847116,-0.2744747,0.9157848,0.0206873,-0.9977887,-0.06207463,-0.0116797,0.1822294,0.778181,-0.1407136,0.5843171,-0.1243391,-0.128441,0.2802273,0.2248025,0.4484639,-0.3793938,0.01197285,-0.1870528,-0.01938033,0.3457919,-0.01303285,0.0152448,0.03642048,0.04973282,-0.4699117,-0.4875659,0.2307816,-0.2054425,1
2017-28-4--15-18-23,5,0.1201722,0.1690469,0.6609935,0.02753299,0.0512985,-0.7100248,0.113883,0.6309742,-0.00698809,-0.3560041,0.315034,-0.1977809,0.8572616,0.08175735,0.9684709,-0.01212779,0.2350168,0.2037498,0.772752,-0.1494946,0.5822301,-0.1893432,-0.1509297,0.2145331,0.1853944,0.3757101,-0.3258609,0.0068696,-0.1881574,-0.02407336,0.3499883,-0.01253953,0.01565598,0.03566224,0.0462517,-0.4697672,-0.4868934,0.2302093,-0.2052691,1
2017-28-4--15-18-23,5,0.1425589,-0.03263032,0.3929229,0.1165216,-0.102958,-0.4235245,0.1403063,0.626732,0.009079118,-0.1539133,0.5903742,-0.1426507,0.7793714,0.1268798,0.7908453,-0.1830209,0.5700601,0.2195847,0.7706543,-0.1420179,0.5811244,-0.211999,-0.1779251,0.1817132,0.1744211,0.2986415,-0.2632952,0.0007100806,-0.1805699,-0.02890003,0.3568382,-0.01139711,0.02307472,0.03160084,0.041791,-0.4691284,-0.4863594,0.2299747,-0.2040237,1
2017-28-4--15-18-23,5,0.01382919,-0.08612013,0.272869,0.04265722,-0.1118532,-0.2408842,0.1897616,0.6025659,0.04494618,0.0845881,0.5769096,-0.205573,0.7859771,0.2266913,0.7264877,-0.2616859,0.5935884,0.2482285,0.7749464,-0.1345452,0.5654541,-0.2300016,-0.1953979,0.2393888,0.2493194,0.345452,-0.2685307,-0.006928736,-0.1471412,-0.03526187,0.3769273,-0.006268206,0.04238212,0.03285341,0.03651532,-0.4700747,-0.4853029,0.2282719,-0.2028601,1
2017-28-4--15-18-23,5,-0.0797361,-0.1022599,0.2708299,-0.06816452,-0.07184494,-0.2444497,0.2258362,0.5763897,0.07357828,0.2499224,0.3678647,-0.270819,0.8537397,0.241373,0.8495884,-0.3292794,0.3339366,0.2925135,0.7577627,-0.1477265,0.5642769,-0.2505229,-0.2140227,0.2739017,0.3317122,0.3365458,-0.2278331,-0.005227752,-0.1050471,-0.03690422,0.3824792,-0.001144009,0.06304608,0.02864931,0.03456903,-0.4712945,-0.4853263,0.2297617,-0.1987508,1
2017-28-4--15-18-23,5,-0.09219877,-0.09663332,0.2527927,-0.07030079,-0.05077624,-0.2477636,0.2214455,0.5839767,0.06082187,0.4164994,0.2716506,-0.2095903,0.8419062,0.2141279,0.8649414,-0.3502065,0.288758,0.2830516,0.7627565,-0.1598889,0.5590348,-0.23171,-0.2144941,0.2908411,0.3552334,0.3549648,-0.2291775,0.006938217,-0.09685124,-0.03237033,0.3878653,-0.007541444,0.0644385,0.03520195,0.04002944,-0.47234,-0.4861234,0.2235818,-0.202198,1
2017-28-4--15-18-24,5,-0.0785028,-0.05876505,0.2330443,-0.07800042,-0.03988683,-0.236261,0.2153309,0.5872594,0.04149482,0.4253889,0.2958419,-0.1756504,0.8370596,0.1329517,0.865899,-0.4062267,0.2598513,0.2700636,0.758341,-0.1775724,0.5660853,-0.2221391,-0.2295474,0.3294647,0.377013,0.3682459,-0.2390805,0.02235465,-0.09599934,-0.02580178,0.3905301,-0.01379953,0.05420902,0.04567195,0.05268483,-0.4751335,-0.4874599,0.2191237,-0.2054622,1
2017-28-4--15-18-24,5,-0.03727008,-0.06465256,0.2387049,-0.05229595,-0.03546834,-0.2345819,0.2168384,0.5787122,0.03159507,0.3088745,0.3974255,-0.2452832,0.8285443,0.1571822,0.8796123,-0.2907152,0.3421414,0.2875152,0.7446433,-0.2026843,0.5672393,-0.2161011,-0.2377193,0.3185242,0.3665652,0.3609436,-0.2396171,0.03297771,-0.09744941,-0.02443957,0.3873117,-0.01693253,0.04839545,0.05397749,0.06370386,-0.4777591,-0.4895496,0.2170558,-0.206229,1
