DateTime,MainPlayerID,LControllerX,LControllerY,LControllerZ,RControllerX,RControllerY,RControllerZ,HeadsetX,HeadsetY,HeadsetZ,LControllerQuaternionX,LControllerQuaternionY,LControllerQuaternionZ,LControllerQuaternionW,RControllerQuaternionX,RControllerQuaternionY,RControllerQuaternionZ,RControllerQuaternionW,HeadsetQuaternionX,HeadsetQuaternionY,HeadsetQuaternionZ,HeadsetQuaternionW,LeftElbowX,RightElbowX,LeftElbowY,RightElbowY,LeftElbowZ,RightElbowZ,FrontX,BackX,FrontY,BackY,FrontZ,BackZ,LeftKneeX,RightKneeX,LeftKneeY,RightKneeY,LeftKneeZ,RightKneeZ,Scale
2017-28-4--11-23-49,5,-0.8044897,0.2722691,-0.5692164,-1.03473,-0.1055551,0.1143053,-0.7820507,0.5933191,-0.2721079,0.4187287,0.7101602,0.09743132,-0.5575355,0.1012059,0.7344223,-0.5145041,-0.4308908,-0.109074,0.8190232,-0.3583283,-0.4346317,-0.3860125,-0.6006181,0.1245841,0.1405944,-0.2459963,0.1931668,-0.6749409,-0.4961347,0.05166328,0.3165834,-0.08054116,-0.02167177,-0.7912664,-0.6112557,-0.3656665,-0.5419102,-0.2818051,-0.05601944,1
2017-28-4--11-23-49,5,-0.771854,0.2637843,-0.6140057,-1.084237,-0.06275117,0.03425689,-0.7597169,0.6015855,-0.2781788,0.4312693,0.7453124,0.0966924,-0.4991661,0.146789,0.7594903,-0.4265877,-0.4686688,-0.1157898,0.8139634,-0.3574059,-0.4430772,-0.3749985,-0.6050751,0.1355984,0.1185108,-0.2405287,0.1704644,-0.6874397,-0.4777195,0.06480336,0.3106436,-0.08212034,-0.04866654,-0.7158681,-0.5837141,-0.5082824,-0.5399226,-0.2173649,-0.04793681,1
2017-28-4--11-23-49,5,-0.7599888,0.2888581,-0.6226111,-1.097737,-0.06143272,-0.03775618,-0.7481527,0.601827,-0.2748335,0.4428908,0.7361804,0.1318408,-0.4944736,0.162831,0.8003044,-0.3852295,-0.4296478,-0.1127563,0.8256615,-0.3495862,-0.4282039,-0.3751051,-0.6160721,0.1354377,0.1031424,-0.2495688,0.1529101,-0.6807939,-0.4672692,0.06486094,0.3076661,-0.08933863,-0.05465394,-0.7325442,-0.5806233,-0.5065143,-0.5394546,-0.1826925,-0.04789251,1
2017-28-4--11-23-49,5,-0.7639392,0.3088734,-0.6021907,-1.104878,-0.05290425,0.01260842,-0.7491915,0.5969447,-0.2549279,0.4663621,0.7180494,0.1679278,-0.4885813,0.1598558,0.7915196,-0.3906913,-0.4419311,-0.109458,0.8264141,-0.3598911,-0.4189714,-0.3786361,-0.6222676,0.120985,0.1042607,-0.2376708,0.171791,-0.6834287,-0.4724424,0.0624491,0.3017514,-0.08800529,-0.02368971,-0.6965858,-0.5913303,-0.5098398,-0.5438501,-0.2732284,-0.04681014,1
2017-28-4--11-23-50,5,-0.7725643,0.3216422,-0.5798279,-1.096575,-0.03258049,0.1525645,-0.7615002,0.5940803,-0.2330601,0.5044763,0.6998011,0.1944762,-0.4668632,0.1499763,0.7309294,-0.4422645,-0.497646,-0.1177788,0.828659,-0.3665749,-0.4062947,-0.41241,-0.6044637,0.1016903,0.1297877,-0.203882,0.2274275,-0.6979977,-0.4826304,0.06142747,0.3001721,-0.07716014,0.007927721,-0.5969992,-0.6072091,-0.3901309,-0.5481261,-0.4466252,-0.03869594,1
2017-28-4--11-23-50,5,-0.7376591,0.3294287,-0.5730286,-1.121828,-0.02775943,0.186214,-0.77818,0.589914,-0.2290765,0.4681216,0.7265674,0.2118058,-0.45618,0.1437332,0.7018995,-0.4552611,-0.5285974,-0.112163,0.8216009,-0.3889623,-0.4013723,-0.4069553,-0.6204793,0.1096683,0.1388091,-0.1802229,0.2475471,-0.6906505,-0.4929479,0.05964112,0.3084729,-0.06197543,0.02966818,-0.6954749,-0.6198922,-0.1878514,-0.548625,-0.4623334,-0.05020171,1
2017-28-4--11-23-50,5,-0.6951542,0.3181643,-0.5694441,-1.172401,-0.03050637,0.08274838,-0.7841397,0.590027,-0.2252621,0.4219717,0.7726787,0.1972769,-0.4312648,0.1878079,0.7619231,-0.407841,-0.4667622,-0.1101211,0.8260304,-0.3957934,-0.3858688,-0.3800585,-0.6712003,0.1331146,0.1210467,-0.1518603,0.2392726,-0.6797907,-0.5017166,0.06408644,0.3158729,-0.0631275,0.04069942,-0.8267998,-0.6198285,-0.05134404,-0.5468403,-0.3171882,-0.0516189,1
2017-28-4--11-23-50,5,-0.6776556,0.3318386,-0.5573449,-1.18991,-0.03007698,0.01760902,-0.7835996,0.5959036,-0.2049946,0.4014729,0.7867185,0.2012757,-0.4235346,0.2047059,0.8044248,-0.3534949,-0.4313207,-0.1089506,0.8409997,-0.3818815,-0.367445,-0.368671,-0.6986272,0.1521041,0.1005161,-0.1331204,0.2292645,-0.6841257,-0.5085098,0.066715,0.3141682,-0.06121711,0.05001777,-0.8824694,-0.6300095,-0.09528041,-0.5470641,-0.2084784,-0.03343296,1
2017-28-4--11-23-50,5,-0.7248724,0.3564919,-0.5268741,-1.158897,-0.06393635,0.1120907,-0.7795023,0.6018051,-0.1701134,0.4196411,0.7486389,0.2119479,-0.4674605,0.1562743,0.7775912,-0.3943935,-0.4640951,-0.1031101,0.8514934,-0.3642233,-0.3628619,-0.3814225,-0.6745062,0.1492742,0.0937202,-0.1270748,0.2554128,-0.6972201,-0.509177,0.07355976,0.3058822,-0.06330504,0.06636285,-0.8684963,-0.6381455,-0.299526,-0.548305,-0.2252697,-0.02753349,1
2017-28-4--11-23-51,5,-0.8057742,0.3759716,-0.5006857,-1.082976,-0.1093843,0.2599159,-0.7874402,0.6038131,-0.1425473,0.428798,0.7061548,0.2006407,-0.5265178,0.06588834,0.6959403,-0.4627343,-0.5451632,-0.1046466,0.8658665,-0.3554402,-0.3361346,-0.4156886,-0.6260446,0.1476697,0.09391189,-0.1422967,0.2859102,-0.7194272,-0.5127336,0.08007121,0.3009877,-0.05449299,0.0729769,-0.7737866,-0.6249472,-0.3675337,-0.5490001,-0.3530277,-0.02397753,1
